Kabupaten/Kota,Periode,Luas Panen,Curah Hujan,Kelembapan,Suhu,Kecepatan Angin,Sinar Matahari,Produksi
Kabupaten Nganjuk,November 2020,2949.0,218.3,77.27,27.91,17.99,9.19,19477.53
Kabupaten Nganjuk,Desember 2020,1331.0,314.5,86.32,26.11,13.68,7.39,8793.94
Kabupaten Nganjuk,Januari 2021,1306.0,284.1,88.84,25.68,12.42,5.9,8321.07
Kabupaten Nganjuk,Februari 2021,3094.0,356.2,88.93,25.76,16.92,6.96,19717.34
Kabupaten Nganjuk,Maret 2021,18703.0,210.6,85.97,26.36,11.19,8.53,119196.59
Kabupaten Nganjuk,April 2021,11693.0,140.0,79.27,27.16,15.89,9.87,74521.84
Kabupaten Nganjuk,Mei 2021,2160.0,29.7,73.9,28.15,16.4,10.77,11534.71
Kabupaten Nganjuk,Juni 2021,8205.0,125.6,78.73,27.37,14.21,9.98,43806.17
Kabupaten Nganjuk,Juli 2021,15663.0,5.0,66.03,27.91,25.58,10.8,83622.96
Kabupaten Nganjuk,Agustus 2021,2858.0,13.1,63.97,28.5,28.01,10.97,15258.85
Kabupaten Nganjuk,September 2021,2143.0,78.1,66.13,28.4,26.99,10.64,13048.98
Kabupaten Nganjuk,Oktober 2021,2368.0,90.1,67.97,28.59,28.55,10.77,14417.27
Kabupaten Nganjuk,November 2021,3017.0,337.4,84.5,26.61,15.68,7.21,18373.44
Kabupaten Nganjuk,Desember 2021,1230.0,283.3,87.0,26.25,12.5,7.69,7491.79
Kabupaten Nganjuk,Januari 2022,1118.63,279.3,85.84,25.98,14.01,7.92,6549.39
Kabupaten Nganjuk,Februari 2022,3079.18,412.8,89.29,25.57,14.25,7.37,18028.09
Kabupaten Nganjuk,Maret 2022,18784.66,396.2,88.03,26.16,13.45,8.28,109981.07
Kabupaten Nganjuk,April 2022,10999.51,180.6,82.9,26.86,14.83,9.34,64400.31
Kabupaten Nganjuk,Mei 2022,1827.83,215.3,85.42,26.73,12.86,9.23,8352.44
Kabupaten Nganjuk,Juni 2022,8440.48,171.9,79.13,26.65,17.88,9.9,38569.55
Kabupaten Nganjuk,Juli 2022,14317.29,38.5,70.9,27.28,22.74,10.65,65424.17
Kabupaten Nganjuk,Agustus 2022,3490.56,74.7,68.0,27.75,26.81,10.82,15950.43
Kabupaten Nganjuk,September 2022,1852.12,106.8,68.07,28.18,26.14,10.4,11018.52
Kabupaten Nganjuk,Oktober 2022,1794.89,207.9,78.9,26.74,21.22,8.37,10678.05
Kabupaten Nganjuk,November 2022,2628.22,299.7,85.53,26.28,15.03,7.55,15635.65
Kabupaten Nganjuk,Desember 2022,1998.4,263.6,83.48,26.29,15.51,7.7,11888.76
Kabupaten Nganjuk,Januari 2023,1839.1,249.3,84.61,26.04,13.8,8.49,11374.57
Kabupaten Nganjuk,Februari 2023,2772.31,405.0,89.32,25.42,15.12,5.81,17146.35
Kabupaten Nganjuk,Maret 2023,20143.2,294.8,85.9,26.2,12.75,8.85,124582.85
Kabupaten Nganjuk,April 2023,9666.21,200.4,85.47,26.45,12.38,8.78,59784.14
Kabupaten Nganjuk,Mei 2023,2755.81,91.4,73.32,27.49,20.35,10.32,14696.76
Kabupaten Nganjuk,Juni 2023,10638.48,40.6,68.53,28.2,24.18,10.83,56735.11
Kabupaten Nganjuk,Juli 2023,12856.0,7.7,65.16,27.6,28.86,10.79,68561.17
Kabupaten Nganjuk,Agustus 2023,2708.66,0.2,62.9,27.49,28.76,10.97,14445.31
Kabupaten Nganjuk,September 2023,2276.34,0.5,58.87,28.23,31.9,11.04,13345.63
Kabupaten Nganjuk,Oktober 2023,2142.19,7.7,59.19,30.07,26.17,11.39,12559.14
Kabupaten Nganjuk,November 2023,2685.71,121.3,66.37,29.84,25.49,10.74,15745.67
Kabupaten Nganjuk,Desember 2023,1555.48,103.2,67.94,29.24,23.75,10.09,9119.41
Kabupaten Nganjuk,Januari 2024,744.71,364.2,84.55,26.89,13.81,8.39,4618.13
Kabupaten Nganjuk,Februari 2024,1683.45,280.5,87.1,26.85,11.19,8.26,10439.49
Kabupaten Nganjuk,Maret 2024,15164.16,235.9,83.39,27.4,15.5,8.11,94036.73
Kabupaten Nganjuk,April 2024,13200.42,226.8,81.77,27.91,15.15,9.06,81859.09
Kabupaten Nganjuk,Mei 2024,5051.06,27.3,68.94,29.01,22.26,10.89,26437.0
Kabupaten Nganjuk,Juni 2024,6348.31,34.5,68.93,28.6,21.81,10.83,33226.75
Kabupaten Nganjuk,Juli 2024,13458.67,19.5,64.52,27.82,26.38,10.57,70442.03
Kabupaten Nganjuk,Agustus 2024,4608.65,7.3,61.16,28.03,30.07,10.97,24121.45
Kabupaten Nganjuk,September 2024,2063.51,75.5,64.0,28.75,27.17,10.76,13089.81
Kabupaten Nganjuk,Oktober 2024,2521.16,72.3,64.1,29.43,28.55,11.2,15992.92
Kabupaten Nganjuk,November 2024,2782.78,289.4,80.3,27.81,17.4,9.4,17652.48
Kabupaten Nganjuk,Desember 2024,2058.69,400.3,87.35,26.39,11.11,6.87,13059.21
Kabupaten Madiun,Januari 2018,149.0,274.5,83.52,25.44,14.79,7.04,812.18
Kabupaten Madiun,Februari 2018,5020.0,343.4,86.89,24.92,12.04,8.06,29563.39
Kabupaten Madiun,Maret 2018,16032.0,158.9,83.39,25.61,10.81,9.42,94455.58
Kabupaten Madiun,April 2018,3797.0,86.6,81.03,26.1,10.47,10.54,22373.18
Kabupaten Madiun,Mei 2018,378.0,8.7,65.35,27.35,11.7,10.62,2076.72
Kabupaten Madiun,Juni 2018,10444.0,9.3,65.0,27.05,13.05,10.57,60801.53
Kabupaten Madiun,Juli 2018,12143.0,0.0,59.55,26.22,11.22,10.84,70771.25
Kabupaten Madiun,Agustus 2018,2623.0,0.2,59.74,26.09,11.78,10.95,15288.49
Kabupaten Madiun,September 2018,390.0,11.3,56.57,27.51,15.31,10.95,2288.4
Kabupaten Madiun,Oktober 2018,6349.0,3.0,55.48,28.78,15.12,11.29,37182.1
Kabupaten Madiun,November 2018,8853.0,117.7,72.2,27.25,12.05,9.59,51983.96
Kabupaten Madiun,Desember 2018,2955.0,234.0,79.81,26.21,13.65,8.29,17356.32
Kabupaten Madiun,Januari 2019,246.0,631.4,87.1,25.5,12.56,7.2,1459.34
Kabupaten Madiun,Februari 2019,1042.0,214.2,85.89,25.69,10.6,8.88,6057.87
Kabupaten Madiun,Maret 2019,16488.0,297.2,84.55,25.63,12.25,7.75,97968.41
Kabupaten Madiun,April 2019,8222.0,116.5,85.07,25.92,8.93,9.41,48841.73
Kabupaten Madiun,Mei 2019,83.0,12.3,75.94,26.12,9.74,10.87,514.16
Kabupaten Madiun,Juni 2019,2569.0,0.3,63.1,26.18,10.55,10.85,15722.39
Kabupaten Madiun,Juli 2019,17612.0,4.2,62.39,25.87,11.65,10.77,108813.79
Kabupaten Madiun,Agustus 2019,5119.0,0.1,60.03,26.12,14.33,10.97,31623.79
Kabupaten Madiun,September 2019,582.0,0.4,57.0,27.07,15.07,11.03,3788.9
Kabupaten Madiun,Oktober 2019,2218.0,0.3,52.35,29.07,17.6,11.35,14438.33
Kabupaten Madiun,November 2019,10852.0,77.9,62.93,28.57,15.01,11.16,70653.76
Kabupaten Madiun,Desember 2019,2981.0,251.9,81.03,26.8,11.09,9.33,19409.97
Kabupaten Madiun,Januari 2020,1392.0,291.5,84.74,26.13,11.68,8.76,8625.44
Kabupaten Madiun,Februari 2020,581.0,353.9,89.1,25.63,11.52,7.71,3599.98
Kabupaten Madiun,Maret 2020,12213.0,268.5,86.35,25.99,12.97,8.35,75688.09
Kabupaten Madiun,April 2020,12174.0,208.0,85.4,26.09,9.71,9.29,75453.66
Kabupaten Madiun,Mei 2020,1019.0,48.4,79.97,26.67,10.94,10.11,5914.65
Kabupaten Madiun,Juni 2020,635.0,6.0,71.8,26.38,10.7,10.56,3685.5
Kabupaten Madiun,Juli 2020,17559.0,4.7,64.87,26.57,12.42,10.61,101986.07
Kabupaten Madiun,Agustus 2020,8015.0,4.9,62.19,27.24,13.83,10.79,46552.5
Kabupaten Madiun,September 2020,390.0,4.3,58.63,28.37,14.79,10.98,2497.94
Kabupaten Madiun,Oktober 2020,1024.0,126.8,69.42,27.44,13.38,9.61,6569.86
Kabupaten Madiun,November 2020,12779.0,162.1,76.57,26.85,12.48,8.89,81988.01
Kabupaten Madiun,Desember 2020,5220.0,363.9,83.23,25.71,14.12,7.61,33490.68
Kabupaten Madiun,Januari 2021,1346.0,329.8,85.94,25.21,14.24,6.21,8073.36
Kabupaten Madiun,Februari 2021,242.0,594.7,90.07,24.79,14.95,6.4,1449.23
Kabupaten Madiun,Maret 2021,16006.0,270.7,85.23,25.54,10.09,8.42,95998.01
Kabupaten Madiun,April 2021,10676.0,171.2,81.57,25.84,9.62,9.81,64029.3
Kabupaten Madiun,Mei 2021,932.0,36.3,77.65,26.43,9.69,10.66,5624.59
Kabupaten Madiun,Juni 2021,1313.0,93.5,80.27,25.96,10.49,9.81,7925.8
Kabupaten Madiun,Juli 2021,18937.0,1.2,66.39,26.13,11.7,10.64,114348.36
Kabupaten Madiun,Agustus 2021,6725.0,9.2,65.84,26.96,12.76,10.96,40605.62
Kabupaten Madiun,September 2021,740.0,89.1,69.4,26.83,12.75,10.41,4684.54
Kabupaten Madiun,Oktober 2021,1148.0,40.1,71.35,26.94,13.32,10.6,7270.5
Kabupaten Madiun,November 2021,12073.0,334.8,85.2,25.54,10.6,7.01,76464.9
Kabupaten Madiun,Desember 2021,5577.0,313.7,83.94,25.76,12.85,7.73,35323.91
Kabupaten Madiun,Januari 2022,1704.64,310.7,84.35,25.37,13.29,8.2,9822.23
Kabupaten Madiun,Februari 2022,171.22,486.6,86.57,24.94,13.52,6.74,882.64
Kabupaten Madiun,Maret 2022,13690.44,525.3,86.29,25.45,11.57,8.02,79297.09
Kabupaten Madiun,April 2022,10749.4,237.6,82.8,25.76,10.69,9.21,62283.63
Kabupaten Madiun,Mei 2022,2940.28,202.6,84.35,25.85,11.6,9.14,15005.43
Kabupaten Madiun,Juni 2022,1057.52,81.5,80.0,25.51,11.4,9.79,5393.52
Kabupaten Madiun,Juli 2022,16822.71,21.9,72.39,25.79,12.86,10.44,85856.55
Kabupaten Madiun,Agustus 2022,6924.42,47.1,69.39,26.43,13.22,10.73,35339.54
Kabupaten Madiun,September 2022,2007.98,53.0,67.43,27.13,13.96,10.46,11383.71
Kabupaten Madiun,Oktober 2022,856.04,292.1,81.1,25.46,11.57,8.26,4835.91
Kabupaten Madiun,November 2022,10491.63,258.9,84.5,25.48,11.51,7.26,59472.63
Kabupaten Madiun,Desember 2022,5645.25,259.5,83.32,25.44,13.05,7.53,32000.81
Kabupaten Madiun,Januari 2023,2713.77,212.7,81.94,25.64,14.81,8.42,15149.5
Kabupaten Madiun,Februari 2023,2242.3,469.2,86.21,25.07,17.36,6.12,12432.66
Kabupaten Madiun,Maret 2023,9149.07,294.4,84.19,25.51,11.21,9.03,51074.27
Kabupaten Madiun,April 2023,12153.74,163.1,81.6,26.08,12.02,9.06,67784.05
Kabupaten Madiun,Mei 2023,3210.07,52.6,74.58,26.16,10.14,10.23,18840.65
Kabupaten Madiun,Juni 2023,2864.51,39.8,69.77,26.81,10.56,10.87,16835.07
Kabupaten Madiun,Juli 2023,10021.67,13.0,68.65,26.01,10.76,10.77,58885.89
Kabupaten Madiun,Agustus 2023,11019.72,0.0,61.87,26.34,10.65,10.97,64726.23
Kabupaten Madiun,September 2023,1840.69,0.4,57.23,27.3,11.8,11.04,11311.42
Kabupaten Madiun,Oktober 2023,2538.94,3.1,53.39,29.67,16.76,11.38,15647.74
Kabupaten Madiun,November 2023,7289.88,68.3,64.1,29.14,14.48,10.54,44917.28
Kabupaten Madiun,Desember 2023,9740.59,99.6,70.26,27.97,13.33,9.65,59988.32
Kabupaten Madiun,Januari 2024,1379.16,226.6,80.84,26.81,14.54,8.65,8285.96
Kabupaten Madiun,Februari 2024,1481.14,315.0,86.66,26.27,11.06,8.23,8918.83
Kabupaten Madiun,Maret 2024,6614.95,257.2,84.58,26.49,12.41,8.37,39832.58
Kabupaten Madiun,April 2024,16489.04,120.4,83.87,26.64,10.0,8.79,99215.25
Kabupaten Madiun,Mei 2024,2438.9,24.5,71.68,27.43,10.04,10.88,14346.55
Kabupaten Madiun,Juni 2024,1592.74,8.1,70.2,27.23,12.1,10.81,9396.97
Kabupaten Madiun,Juli 2024,8139.16,6.1,64.65,26.46,10.58,10.54,47977.38
Kabupaten Madiun,Agustus 2024,14922.6,1.0,61.29,26.86,10.86,10.91,88020.15
Kabupaten Madiun,September 2024,2320.74,29.5,63.17,27.83,12.72,10.56,13835.17
Kabupaten Madiun,Oktober 2024,1585.98,37.4,63.68,28.57,12.55,10.99,9450.78
Kabupaten Madiun,November 2024,7266.35,224.4,79.2,27.0,12.81,8.88,43346.02
Kabupaten Madiun,Desember 2024,9189.17,418.7,85.74,25.98,13.56,6.81,54832.61
Kabupaten Magetan,Januari 2018,432.0,1237.7,89.68,24.67,10.65,7.11,2772.92
Kabupaten Magetan,Februari 2018,5831.0,1087.8,89.89,24.41,10.5,8.09,37447.38
Kabupaten Magetan,Maret 2018,10015.0,382.0,84.29,25.36,11.0,9.4,64277.42
Kabupaten Magetan,April 2018,1872.0,81.8,79.37,26.1,13.51,10.58,12022.49
Kabupaten Magetan,Mei 2018,2574.0,22.3,65.55,27.0,20.3,10.83,16196.5
Kabupaten Magetan,Juni 2018,9538.0,29.7,68.37,26.43,21.65,10.72,60003.61
Kabupaten Magetan,Juli 2018,6227.0,3.1,64.35,25.3,25.97,10.81,39175.87
Kabupaten Magetan,Agustus 2018,738.0,5.5,64.35,25.16,25.8,10.92,4642.18
Kabupaten Magetan,September 2018,828.0,15.6,60.03,26.52,24.89,10.85,5288.16
Kabupaten Magetan,Oktober 2018,2263.0,7.7,59.32,27.76,25.07,11.21,14452.18
Kabupaten Magetan,November 2018,4482.0,122.3,74.87,26.87,17.43,9.65,28624.57
Kabupaten Magetan,Desember 2018,713.0,365.0,83.35,25.85,12.97,8.3,4555.09
Kabupaten Magetan,Januari 2019,291.0,1343.7,90.13,24.99,11.77,7.43,1764.91
Kabupaten Magetan,Februari 2019,2030.0,602.8,88.11,25.38,10.22,8.68,12328.0
Kabupaten Magetan,Maret 2019,12098.0,883.0,87.42,25.26,10.56,7.69,73480.11
Kabupaten Magetan,April 2019,2609.0,288.8,84.4,25.93,12.51,9.4,15846.76
Kabupaten Magetan,Mei 2019,698.0,58.1,74.61,26.12,20.94,10.93,3883.66
Kabupaten Magetan,Juni 2019,6741.0,2.5,65.47,25.76,23.72,10.8,37512.02
Kabupaten Magetan,Juli 2019,7189.0,4.7,65.19,25.26,24.33,10.8,40005.35
Kabupaten Magetan,Agustus 2019,1391.0,2.0,62.48,25.36,25.64,10.95,7737.99
Kabupaten Magetan,September 2019,540.0,2.5,59.67,26.26,26.71,11.02,4002.38
Kabupaten Magetan,Oktober 2019,1803.0,4.6,54.84,28.14,26.36,11.3,13369.8
Kabupaten Magetan,November 2019,6047.0,107.9,63.37,28.25,19.97,11.08,44835.16
Kabupaten Magetan,Desember 2019,796.0,232.2,80.9,26.75,11.98,9.75,5905.21
Kabupaten Magetan,Januari 2020,176.0,905.3,88.68,25.56,11.19,8.57,1286.08
Kabupaten Magetan,Februari 2020,1338.0,1117.0,91.52,25.24,9.33,7.21,9739.49
Kabupaten Magetan,Maret 2020,11188.0,607.3,88.87,25.61,10.51,8.16,81796.4
Kabupaten Magetan,April 2020,4509.0,257.6,85.4,25.99,10.65,9.4,32967.06
Kabupaten Magetan,Mei 2020,1070.0,165.1,81.1,26.41,15.08,10.13,6049.4
Kabupaten Magetan,Juni 2020,3483.0,26.6,75.0,25.99,21.04,10.51,19701.65
Kabupaten Magetan,Juli 2020,10182.0,13.8,68.71,25.72,24.07,10.69,57586.8
Kabupaten Magetan,Agustus 2020,2297.0,26.9,66.71,26.15,22.9,10.71,12990.54
Kabupaten Magetan,September 2020,362.0,13.7,63.37,27.14,26.05,10.97,2500.14
Kabupaten Magetan,Oktober 2020,4686.0,181.4,72.52,26.61,21.01,9.48,32381.79
Kabupaten Magetan,November 2020,6555.0,262.9,78.73,26.45,15.74,8.84,45301.6
Kabupaten Magetan,Desember 2020,977.0,1251.2,89.06,24.95,10.04,7.02,6752.12
Kabupaten Magetan,Januari 2021,183.0,1125.1,90.71,24.7,9.73,6.08,1155.68
Kabupaten Magetan,Februari 2021,2308.0,1351.2,91.39,24.57,11.86,6.78,14598.06
Kabupaten Magetan,Maret 2021,13240.0,1014.3,88.32,25.14,11.13,8.57,83757.28
Kabupaten Magetan,April 2021,3094.0,382.4,80.7,25.75,13.0,9.82,19574.87
Kabupaten Magetan,Mei 2021,1146.0,93.7,77.19,26.36,13.93,10.67,7084.68
Kabupaten Magetan,Juni 2021,6546.0,115.8,81.23,25.71,11.36,9.89,40466.31
Kabupaten Magetan,Juli 2021,9762.0,11.3,66.84,26.06,21.39,10.61,60346.04
Kabupaten Magetan,Agustus 2021,1118.0,42.2,68.84,26.22,23.8,10.95,6912.65
Kabupaten Magetan,September 2021,920.0,135.5,70.77,26.16,23.5,10.22,6087.08
Kabupaten Magetan,Oktober 2021,3048.0,76.4,70.0,26.93,21.89,10.67,20166.78
Kabupaten Magetan,November 2021,5344.0,417.2,85.43,25.44,12.9,7.41,35362.71
Kabupaten Magetan,Desember 2021,1778.0,518.8,87.35,25.39,10.66,7.39,11767.54
Kabupaten Magetan,Januari 2022,149.42,1216.5,87.97,24.78,10.57,8.09,954.88
Kabupaten Magetan,Februari 2022,2214.38,742.2,88.5,24.8,11.96,6.72,14151.19
Kabupaten Magetan,Maret 2022,11266.2,673.1,87.55,25.25,12.11,8.25,71997.66
Kabupaten Magetan,April 2022,3847.65,268.2,82.2,25.75,13.26,9.58,24588.75
Kabupaten Magetan,Mei 2022,790.03,206.4,84.13,25.82,11.83,9.22,4480.96
Kabupaten Magetan,Juni 2022,6447.55,124.0,78.87,25.56,16.07,9.85,36569.8
Kabupaten Magetan,Juli 2022,8134.33,46.9,72.77,25.73,20.6,10.53,46137.03
Kabupaten Magetan,Agustus 2022,1478.57,66.5,71.29,25.91,22.5,10.68,8386.29
Kabupaten Magetan,September 2022,671.98,96.3,70.5,26.41,21.71,10.47,4144.08
Kabupaten Magetan,Oktober 2022,2253.6,324.2,80.58,25.47,16.85,8.31,13897.89
Kabupaten Magetan,November 2022,5060.18,533.8,86.53,25.17,12.25,7.57,31205.99
Kabupaten Magetan,Desember 2022,1651.6,551.8,84.65,25.14,12.64,7.66,10185.37
Kabupaten Magetan,Januari 2023,319.97,967.3,87.77,24.92,10.35,8.05,2028.9
Kabupaten Magetan,Februari 2023,1670.68,1437.4,91.5,24.34,10.42,5.8,10593.63
Kabupaten Magetan,Maret 2023,12173.99,781.0,85.26,25.23,10.25,8.92,77194.13
Kabupaten Magetan,April 2023,3368.93,530.3,86.37,25.52,11.13,9.04,21362.07
Kabupaten Magetan,Mei 2023,740.12,76.5,76.03,25.83,19.34,10.39,4364.56
Kabupaten Magetan,Juni 2023,6902.68,48.9,72.43,26.39,20.67,10.84,40705.82
Kabupaten Magetan,Juli 2023,7178.1,33.1,68.55,25.51,24.81,10.66,42330.0
Kabupaten Magetan,Agustus 2023,2665.82,1.0,61.58,25.9,23.72,10.94,15720.62
Kabupaten Magetan,September 2023,1154.29,1.1,57.6,26.5,26.67,11.0,8137.28
Kabupaten Magetan,Oktober 2023,912.56,16.8,54.97,28.91,22.24,11.3,6433.18
Kabupaten Magetan,November 2023,4667.65,84.2,65.23,28.54,20.39,10.85,32905.05
Kabupaten Magetan,Desember 2023,2669.21,118.5,68.9,27.81,17.57,9.93,18816.85
Kabupaten Magetan,Januari 2024,127.07,672.2,84.55,26.18,10.43,8.31,796.67
Kabupaten Magetan,Februari 2024,1141.31,885.6,88.07,25.86,10.31,8.44,7155.53
Kabupaten Magetan,Maret 2024,10660.69,669.6,84.52,26.2,12.78,8.58,66837.97
Kabupaten Magetan,April 2024,5284.36,319.3,82.63,26.69,14.1,9.41,33130.68
Kabupaten Magetan,Mei 2024,954.4,68.2,72.55,27.0,19.66,10.87,5830.76
Kabupaten Magetan,Juni 2024,6000.14,48.9,71.47,26.93,19.83,10.81,36656.94
Kabupaten Magetan,Juli 2024,6713.83,12.5,66.1,26.1,23.73,10.59,41017.12
Kabupaten Magetan,Agustus 2024,3647.08,5.7,60.97,26.3,25.78,10.95,22281.28
Kabupaten Magetan,September 2024,107.06,55.9,63.87,27.27,22.16,10.73,706.15
Kabupaten Magetan,Oktober 2024,1853.36,51.8,63.68,27.96,23.17,11.09,12222.39
Kabupaten Magetan,November 2024,4007.91,212.8,79.73,26.72,12.41,9.35,26434.54
Kabupaten Magetan,Desember 2024,2907.4,1461.1,91.13,25.29,9.9,6.53,19176.02
Kabupaten Ngawi,Januari 2018,1125.0,184.4,85.65,25.35,13.24,7.0,6802.98
Kabupaten Ngawi,Februari 2018,18137.0,235.8,87.64,24.95,14.7,7.69,109542.01
Kabupaten Ngawi,Maret 2018,19811.0,206.1,84.94,25.56,10.19,9.09,119519.34
Kabupaten Ngawi,April 2018,3733.0,104.9,78.97,26.58,11.81,10.57,22503.72
Kabupaten Ngawi,Mei 2018,4340.0,16.8,58.9,28.51,16.62,10.74,26324.0
Kabupaten Ngawi,Juni 2018,20755.0,27.7,60.47,28.01,18.33,10.69,125826.01
Kabupaten Ngawi,Juli 2018,16021.0,1.1,53.94,27.33,23.13,10.83,97148.61
Kabupaten Ngawi,Agustus 2018,3901.0,4.4,54.29,27.11,22.73,10.92,23686.31
Kabupaten Ngawi,September 2018,3742.0,10.5,52.37,28.26,21.93,10.76,23755.02
Kabupaten Ngawi,Oktober 2018,14834.0,8.2,51.48,29.61,21.45,11.2,94152.88
Kabupaten Ngawi,November 2018,12488.0,180.2,75.0,27.45,12.93,9.44,79261.68
Kabupaten Ngawi,Desember 2018,2874.0,291.6,84.55,25.93,10.3,8.39,18240.04
Kabupaten Ngawi,Januari 2019,1654.0,602.9,88.58,25.44,13.83,7.21,10484.94
Kabupaten Ngawi,Februari 2019,8507.0,218.8,87.21,25.71,10.95,8.62,53932.03
Kabupaten Ngawi,Maret 2019,29392.0,598.7,87.42,25.48,11.28,7.69,186344.19
Kabupaten Ngawi,April 2019,5278.0,220.8,84.7,26.32,10.24,9.47,33460.56
Kabupaten Ngawi,Mei 2019,2881.0,22.3,69.23,27.28,16.39,10.92,17346.31
Kabupaten Ngawi,Juni 2019,19147.0,0.2,55.67,27.75,19.87,10.82,115147.64
Kabupaten Ngawi,Juli 2019,19475.0,6.0,54.39,27.29,22.18,10.76,117077.85
Kabupaten Ngawi,Agustus 2019,3589.0,0.9,51.55,27.55,22.99,10.96,21583.92
Kabupaten Ngawi,September 2019,2606.0,1.2,49.07,28.5,22.98,11.02,17756.72
Kabupaten Ngawi,Oktober 2019,10942.0,4.1,47.87,29.98,24.07,11.29,74541.46
Kabupaten Ngawi,November 2019,14872.0,122.1,59.9,29.45,15.47,10.98,101192.5
Kabupaten Ngawi,Desember 2019,4157.0,189.9,82.97,26.88,10.27,9.55,28322.24
Kabupaten Ngawi,Januari 2020,1134.0,313.7,86.52,26.06,13.91,8.57,7564.73
Kabupaten Ngawi,Februari 2020,4099.0,420.3,89.86,25.62,13.67,7.29,27350.93
Kabupaten Ngawi,Maret 2020,32426.0,341.5,88.39,26.0,11.05,8.3,216342.48
Kabupaten Ngawi,April 2020,6956.0,165.9,85.13,26.4,9.94,9.3,46406.85
Kabupaten Ngawi,Mei 2020,1287.0,117.5,79.1,27.09,11.75,10.06,8079.76
Kabupaten Ngawi,Juni 2020,8458.0,19.8,65.07,27.62,17.65,10.41,53091.68
Kabupaten Ngawi,Juli 2020,29549.0,11.4,57.77,27.69,21.25,10.68,185518.77
Kabupaten Ngawi,Agustus 2020,5534.0,33.7,58.68,27.94,20.56,10.67,34749.66
Kabupaten Ngawi,September 2020,603.0,8.9,53.63,29.14,22.48,10.95,4286.08
Kabupaten Ngawi,Oktober 2020,7696.0,252.5,66.94,28.1,17.66,9.46,54349.92
Kabupaten Ngawi,November 2020,23104.0,221.8,77.13,26.97,11.97,8.87,164079.43
Kabupaten Ngawi,Desember 2020,5062.0,564.5,88.19,25.15,13.61,7.27,35952.86
Kabupaten Ngawi,Januari 2021,726.0,445.7,89.87,24.84,13.91,6.04,4448.31
Kabupaten Ngawi,Februari 2021,5988.0,437.6,89.39,24.99,18.56,6.61,36572.31
Kabupaten Ngawi,Maret 2021,29825.0,282.6,86.81,25.55,11.35,8.32,182606.32
Kabupaten Ngawi,April 2021,7965.0,143.4,79.0,26.35,13.0,9.86,48776.05
Kabupaten Ngawi,Mei 2021,1566.0,85.0,73.1,27.48,13.03,10.61,9294.24
Kabupaten Ngawi,Juni 2021,10157.0,137.8,79.3,26.43,9.87,9.86,60280.26
Kabupaten Ngawi,Juli 2021,28179.0,9.7,58.61,27.49,18.36,10.54,167253.37
Kabupaten Ngawi,Agustus 2021,5434.0,60.8,58.71,28.11,21.49,10.95,32254.39
Kabupaten Ngawi,September 2021,616.0,110.3,62.7,27.82,19.64,10.24,3880.68
Kabupaten Ngawi,Oktober 2021,10685.0,101.8,66.9,28.0,16.99,10.51,67235.52
Kabupaten Ngawi,November 2021,21060.0,476.4,87.83,25.41,11.03,6.84,132677.47
Kabupaten Ngawi,Desember 2021,6537.0,439.8,87.97,25.35,11.08,7.3,41196.73
Kabupaten Ngawi,Januari 2022,844.65,250.8,86.39,25.19,14.96,8.28,5184.08
Kabupaten Ngawi,Februari 2022,6181.52,391.9,88.18,25.07,15.46,6.54,37705.42
Kabupaten Ngawi,Maret 2022,26458.94,471.8,87.61,25.42,12.35,8.21,161888.54
Kabupaten Ngawi,April 2022,11893.7,249.3,83.23,26.04,10.39,9.25,72821.87
Kabupaten Ngawi,Mei 2022,1164.18,213.4,83.9,26.13,11.87,9.15,6447.01
Kabupaten Ngawi,Juni 2022,9526.58,151.8,77.7,25.98,14.07,9.75,52579.48
Kabupaten Ngawi,Juli 2022,26853.43,78.7,66.68,26.95,16.83,10.41,148533.65
Kabupaten Ngawi,Agustus 2022,7598.35,82.3,63.0,27.55,20.51,10.66,42046.51
Kabupaten Ngawi,September 2022,987.72,107.7,64.03,27.87,19.63,10.4,5947.46
Kabupaten Ngawi,Oktober 2022,6058.01,275.8,82.13,25.76,12.49,8.26,36289.56
Kabupaten Ngawi,November 2022,22120.14,340.9,87.43,25.45,11.28,7.56,133000.33
Kabupaten Ngawi,Desember 2022,8898.57,336.4,85.39,25.36,13.39,7.69,53495.04
Kabupaten Ngawi,Januari 2023,1512.54,244.3,85.74,25.2,13.07,7.91,9238.74
Kabupaten Ngawi,Februari 2023,2065.1,379.6,89.18,24.85,17.94,5.91,12573.66
Kabupaten Ngawi,Maret 2023,27743.56,341.8,85.81,25.48,12.08,8.46,168875.14
Kabupaten Ngawi,April 2023,12496.15,279.9,84.97,25.82,9.21,8.99,76167.68
Kabupaten Ngawi,Mei 2023,2388.46,85.3,73.26,26.61,14.93,10.25,13985.88
Kabupaten Ngawi,Juni 2023,5800.92,33.8,66.4,27.63,17.61,10.85,33955.28
Kabupaten Ngawi,Juli 2023,24319.96,14.1,60.77,27.1,19.0,10.69,142225.58
Kabupaten Ngawi,Agustus 2023,12793.29,0.2,54.65,27.56,20.55,10.95,74862.19
Kabupaten Ngawi,September 2023,1487.62,0.8,50.1,28.33,23.58,10.99,9963.7
Kabupaten Ngawi,Oktober 2023,2904.02,10.4,51.45,30.37,20.89,11.28,19450.39
Kabupaten Ngawi,November 2023,18173.17,73.4,65.23,29.5,16.02,10.78,121420.55
